custAge,profession,marital,schooling,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,pmonths,pastEmail,responded,profit,market
48.0,admin.,single,high.school,no,yes,no,cellular,aug,mon,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0,187.0,0.0
,services,single,high.school,no,yes,no,telephone,may,fri,9,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,999.0,0,0,161.0,0.0
31.0,blue-collar,married,,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0,19.0,0.0
45.0,services,single,high.school,unknown,yes,no,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,999.0,0,0,-5.0,0.0
42.0,blue-collar,married,unknown,no,no,no,telephone,jun,wed,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999.0,0,0,30.0,0.0
29.0,admin.,married,basic.6y,no,yes,no,cellular,may,fri,6,999,1,failure,-1.8,92.89299999999999,-46.2,1.25,5099.1,999.0,2,0,163.0,0.0
,technician,married,university.degree,no,yes,no,telephone,oct,wed,1,999,1,failure,-1.1,94.601,-49.5,0.985,4963.6,999.0,2,0,173.0,0.0
85.0,housemaid,divorced,basic.4y,unknown,yes,no,telephone,oct,fri,2,999,0,nonexistent,-3.4,92.431,-26.9,0.7390000000000001,5017.5,999.0,0,0,42.0,0.0
31.0,admin.,married,,no,no,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999.0,0,0,161.0,0.0
36.0,admin.,married,high.school,no,yes,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,999.0,0,0,169.0,0.0
29.0,services,single,high.school,no,no,no,telephone,jun,thu,3,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,999.0,0,0,151.0,0.0
49.0,blue-collar,married,basic.9y,no,no,no,cellular,nov,fri,5,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,999.0,0,0,57.0,0.0
31.0,self-employed,married,university.degree,no,no,no,cellular,sep,wed,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.768,5017.5,999.0,0,0,165.0,0.0
,services,married,high.school,unknown,no,yes,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,999.0,0,0,237.0,0.0
,admin.,married,,no,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,999.0,0,0,169.0,0.0
40.0,technician,married,professional.course,no,no,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999.0,0,0,173.0,0.0
,technician,married,,no,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,999.0,0,0,169.0,0.0
80.0,retired,married,basic.4y,no,no,no,cellular,aug,wed,4,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8540000000000001,5076.2,999.0,0,0,226.0,0.0
29.0,admin.,single,high.school,no,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,999.0,0,0,159.0,0.0
51.0,blue-collar,married,,no,yes,yes,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,999.0,0,0,308.0,0.0
44.0,management,married,,no,no,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,0,216.0,0.0
46.0,blue-collar,divorced,basic.9y,no,no,no,cellular,apr,tue,3,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,999.0,0,0,51.0,0.0
52.0,entrepreneur,married,university.degree,no,no,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,999.0,0,0,186.0,0.0
48.0,blue-collar,married,basic.4y,no,no,no,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0,46.0,0.0
32.0,management,single,,no,no,no,cellular,jun,tue,4,999,0,nonexistent,-1.7,94.055,-39.8,0.7609999999999999,4991.6,999.0,0,0,188.0,0.0
34.0,blue-collar,married,,unknown,yes,yes,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,999.0,0,0,96.0,0.0
29.0,admin.,single,high.school,no,yes,no,cellular,oct,fri,1,6,1,success,-3.4,92.431,-26.9,0.73,5017.5,0.2,3,1,154.0,1.0
46.0,housemaid,married,,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8809999999999999,5076.2,999.0,0,0,178.0,0.0
37.0,services,married,high.school,no,no,no,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0,167.0,0.0
,admin.,married,high.school,unknown,unknown,unknown,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,0,-16.0,0.0
40.0,services,married,high.school,unknown,no,no,cellular,jun,wed,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,999.0,0,0,-18.0,0.0
39.0,blue-collar,single,,unknown,yes,no,cellular,jul,tue,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,999.0,0,0,-150.0,0.0
32.0,technician,single,university.degree,no,yes,yes,cellular,aug,tue,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8590000000000001,5076.2,999.0,0,0,420.0,0.0
,entrepreneur,married,basic.9y,unknown,yes,yes,cellular,may,thu,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,999.0,0,0,249.0,0.0
28.0,technician,single,professional.course,no,no,no,cellular,may,fri,1,3,1,success,-1.8,92.89299999999999,-46.2,1.2590000000000001,5099.1,0.1,2,1,156.0,1.0
30.0,student,single,,no,no,yes,telephone,mar,tue,1,3,2,success,-1.8,93.369,-34.8,0.637,5008.7,0.1,2,1,412.0,1.0
,admin.,married,high.school,no,yes,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999.0,0,0,167.0,0.0
22.0,blue-collar,single,,unknown,yes,no,cellular,jul,tue,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,999.0,0,0,-176.0,0.0
30.0,student,single,,unknown,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,-43.0,0.0
38.0,services,divorced,high.school,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,999.0,0,0,175.0,0.0
38.0,admin.,divorced,,no,no,yes,cellular,jul,mon,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,999.0,0,0,435.0,0.0
,blue-collar,married,basic.9y,unknown,yes,yes,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999.0,0,0,103.0,0.0
53.0,admin.,married,,unknown,no,no,cellular,jul,thu,8,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,999.0,0,0,7.0,0.0
32.0,entrepreneur,divorced,university.degree,no,no,no,cellular,jul,fri,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0,164.0,0.0
41.0,services,divorced,basic.9y,no,yes,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,173.0,0.0
24.0,blue-collar,married,basic.9y,no,yes,no,cellular,oct,fri,1,999,0,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,999.0,0,0,12.0,0.0
,blue-collar,divorced,basic.9y,unknown,no,yes,telephone,jun,tue,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999.0,0,0,105.0,0.0
,self-employed,married,university.degree,unknown,no,no,telephone,jun,mon,10,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999.0,0,0,-18.0,0.0
58.0,unemployed,married,professional.course,unknown,no,no,cellular,aug,,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999.0,0,0,12.0,0.0
57.0,admin.,married,,unknown,no,no,cellular,aug,,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0,10.0,0.0
65.0,retired,married,high.school,no,no,no,cellular,aug,mon,1,999,1,failure,-2.9,92.20100000000001,-31.4,0.861,5076.2,999.0,1,0,210.0,0.0
29.0,technician,married,,no,yes,no,telephone,aug,,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,999.0,0,0,157.0,0.0
49.0,services,married,basic.6y,no,no,yes,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,999.0,0,0,448.0,0.0
35.0,admin.,married,university.degree,no,no,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,999.0,0,0,160.0,0.0
37.0,blue-collar,married,unknown,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0,19.0,0.0
50.0,self-employed,married,university.degree,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999.0,0,0,189.0,0.0
38.0,technician,divorced,,no,yes,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0,178.0,0.0
38.0,technician,single,professional.course,no,yes,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,999.0,0,0,173.0,0.0
46.0,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,-145.0,0.0
,technician,married,,no,no,yes,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,427.0,0.0
,blue-collar,single,,no,no,yes,cellular,may,wed,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,999.0,0,0,289.0,0.0
50.0,entrepreneur,married,unknown,unknown,yes,yes,cellular,jul,tue,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0,252.0,0.0
,admin.,married,university.degree,no,no,no,telephone,may,fri,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,999.0,3,0,175.0,0.0
27.0,admin.,single,,no,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0,154.0,0.0
,management,single,university.degree,no,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0,201.0,0.0
37.0,technician,single,high.school,unknown,no,yes,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,230.0,0.0
47.0,housemaid,married,basic.4y,unknown,no,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0,-7.0,0.0
26.0,admin.,single,,unknown,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,999.0,0,0,-46.0,0.0
44.0,entrepreneur,married,university.degree,no,no,yes,cellular,nov,wed,2,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,999.0,2,0,449.0,0.0
,management,married,,no,yes,no,cellular,jul,,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,999.0,0,0,215.0,0.0
39.0,admin.,married,,unknown,yes,no,telephone,may,tue,5,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0,-24.0,0.0
94.0,retired,married,basic.9y,no,no,no,cellular,nov,wed,1,999,1,failure,-3.4,92.649,-30.1,0.716,5017.5,999.0,4,0,259.0,0.0
29.0,admin.,single,university.degree,no,no,yes,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.4980000000000002,5099.1,999.0,0,1,419.0,1.0
25.0,self-employed,single,unknown,no,no,no,cellular,apr,mon,2,999,1,failure,-1.8,93.749,-34.6,0.643,5008.7,999.0,5,0,150.0,0.0
31.0,technician,divorced,high.school,no,no,no,cellular,aug,fri,3,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,999.0,0,0,160.0,0.0
28.0,housemaid,single,basic.6y,no,no,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,999.0,0,0,159.0,0.0
,management,married,,unknown,yes,yes,cellular,apr,tue,8,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,999.0,0,0,284.0,0.0
35.0,admin.,married,,no,yes,no,cellular,jun,tue,1,5,1,success,-1.7,94.055,-39.8,0.7609999999999999,4991.6,0.166666667,1,1,160.0,1.0
39.0,admin.,single,high.school,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999.0,0,0,165.0,0.0
43.0,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,999.0,0,0,45.0,0.0
49.0,blue-collar,married,basic.6y,unknown,yes,yes,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,999.0,0,0,119.0,0.0
38.0,admin.,married,university.degree,no,no,no,telephone,may,,6,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,999.0,0,0,170.0,0.0
42.0,technician,divorced,professional.course,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0,179.0,0.0
52.0,admin.,divorced,university.degree,unknown,yes,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0,5.0,0.0
46.0,admin.,married,university.degree,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,175.0,0.0
42.0,blue-collar,married,,unknown,yes,no,telephone,may,mon,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,-151.0,0.0
31.0,management,single,university.degree,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,999.0,0,0,201.0,0.0
,admin.,married,high.school,no,unknown,unknown,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,999.0,0,0,168.0,0.0
,admin.,married,high.school,no,yes,no,telephone,may,,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,999.0,0,0,169.0,0.0
53.0,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,999.0,0,0,-140.0,0.0
48.0,technician,married,professional.course,unknown,no,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,999.0,0,0,-3.0,0.0
68.0,retired,married,university.degree,no,yes,no,cellular,jul,mon,2,999,1,failure,-1.7,94.215,-40.3,0.889,4991.6,999.0,3,0,217.0,0.0
42.0,self-employed,married,,no,yes,no,cellular,jun,wed,1,3,1,success,-2.9,92.963,-40.8,1.26,5076.2,0.1,6,1,184.0,1.0
45.0,admin.,divorced,high.school,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0,184.0,0.0
,blue-collar,married,,no,yes,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,35.0,0.0
,blue-collar,married,,no,no,yes,cellular,jul,thu,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,999.0,0,0,303.0,0.0
51.0,admin.,married,,no,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,999.0,0,0,191.0,0.0
,technician,married,professional.course,no,no,no,cellular,mar,thu,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.757,5099.1,999.0,0,0,186.0,0.0
41.0,unemployed,single,high.school,no,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0,177.0,0.0
,admin.,married,university.degree,no,no,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,999.0,0,0,168.0,0.0
45.0,admin.,married,unknown,no,no,no,telephone,jun,mon,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999.0,0,0,168.0,0.0
40.0,services,divorced,,no,yes,no,telephone,apr,fri,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,0,175.0,0.0
,blue-collar,married,professional.course,no,yes,no,cellular,dec,wed,3,999,0,nonexistent,-3.0,92.713,-33.0,0.7,5023.5,999.0,0,1,41.0,1.0
,admin.,single,university.degree,no,yes,no,cellular,nov,,1,9,3,failure,-3.4,92.649,-30.1,0.716,5017.5,0.3,15,0,185.0,0.0
45.0,blue-collar,married,,unknown,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,-148.0,0.0
39.0,blue-collar,married,basic.9y,no,no,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,0,39.0,0.0
40.0,entrepreneur,married,,no,yes,no,telephone,jun,thu,3,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,999.0,0,0,170.0,0.0
,unemployed,divorced,basic.4y,no,no,yes,telephone,aug,wed,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.884,5076.2,999.0,0,0,441.0,0.0
,technician,married,university.degree,no,yes,no,cellular,aug,tue,8,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0,175.0,0.0
54.0,technician,married,professional.course,unknown,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0,5.0,0.0
42.0,blue-collar,divorced,basic.9y,no,no,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,0,47.0,0.0
40.0,admin.,married,university.degree,no,yes,no,telephone,may,thu,7,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,999.0,0,0,171.0,0.0
47.0,technician,divorced,professional.course,no,no,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,999.0,0,1,191.0,1.0
39.0,admin.,married,,no,yes,yes,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,999.0,0,0,429.0,0.0
40.0,blue-collar,single,basic.9y,no,yes,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,999.0,0,0,35.0,0.0
47.0,self-employed,married,university.degree,no,no,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,1,188.0,1.0
34.0,technician,married,university.degree,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0,157.0,0.0
58.0,self-employed,married,university.degree,no,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,999.0,0,0,196.0,0.0
54.0,management,married,university.degree,unknown,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,999.0,0,0,32.0,0.0
30.0,admin.,married,university.degree,no,no,no,telephone,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,999.0,0,0,154.0,0.0
26.0,blue-collar,married,basic.9y,no,no,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,999.0,0,1,22.0,0.0
59.0,management,married,,no,yes,no,cellular,jul,fri,3,999,0,nonexistent,-1.7,94.215,-40.3,0.885,4991.6,999.0,0,0,233.0,0.0
43.0,admin.,married,high.school,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,999.0,0,0,174.0,0.0
38.0,management,single,,unknown,yes,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,999.0,0,0,21.0,0.0
37.0,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,tue,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999.0,0,0,-162.0,0.0
50.0,self-employed,married,basic.4y,unknown,no,yes,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,999.0,0,0,250.0,0.0
26.0,technician,single,university.degree,no,no,no,cellular,oct,wed,1,999,0,nonexistent,-1.1,94.601,-49.5,0.9590000000000001,4963.6,999.0,0,0,149.0,0.0
39.0,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,9,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,-155.0,0.0
,blue-collar,divorced,high.school,no,yes,yes,cellular,jul,tue,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0,304.0,0.0
33.0,admin.,single,,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999.0,0,0,156.0,0.0
38.0,blue-collar,divorced,basic.4y,no,no,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,999.0,0,0,41.0,0.0
41.0,admin.,single,university.degree,no,yes,yes,telephone,jul,thu,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,999.0,0,0,436.0,0.0
,technician,married,university.degree,unknown,yes,no,cellular,jul,thu,1,999,0,nonexistent,-2.9,92.469,-33.6,1.072,5076.2,999.0,0,1,-12.0,0.0
,management,married,university.degree,unknown,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0,21.0,0.0
59.0,management,married,basic.4y,no,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,999.0,0,0,233.0,0.0
,unemployed,married,high.school,unknown,yes,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,239.0,0.0
37.0,admin.,divorced,,no,no,yes,cellular,may,tue,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,999.0,0,0,429.0,0.0
29.0,admin.,single,,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0,150.0,0.0
40.0,admin.,single,university.degree,no,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999.0,0,0,168.0,0.0
,services,single,high.school,no,yes,no,telephone,jun,fri,14,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999.0,0,0,155.0,0.0
37.0,admin.,married,university.degree,no,yes,yes,cellular,may,fri,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,999.0,0,0,429.0,0.0
,admin.,single,high.school,no,no,no,cellular,may,fri,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.25,5099.1,999.0,6,0,170.0,0.0
24.0,entrepreneur,single,university.degree,no,yes,no,cellular,jul,,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,999.0,0,0,151.0,0.0
31.0,admin.,married,university.degree,no,unknown,unknown,cellular,mar,tue,1,999,0,nonexistent,-1.8,93.369,-34.8,0.655,5008.7,999.0,0,1,162.0,1.0
,blue-collar,married,professional.course,no,no,no,telephone,may,wed,5,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0,34.0,0.0
,housemaid,married,high.school,unknown,yes,yes,cellular,may,wed,4,999,1,failure,-1.8,92.89299999999999,-46.2,1.334,5099.1,999.0,2,0,256.0,0.0
,blue-collar,married,,unknown,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,999.0,0,0,-148.0,0.0
53.0,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999.0,0,0,-143.0,0.0
39.0,admin.,married,,no,yes,yes,cellular,aug,fri,3,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,999.0,0,0,431.0,0.0
36.0,blue-collar,married,,unknown,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,999.0,0,0,-162.0,0.0
55.0,services,married,high.school,unknown,no,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0,6.0,0.0
39.0,blue-collar,married,professional.course,no,no,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,999.0,0,0,42.0,0.0
25.0,admin.,single,university.degree,no,yes,no,telephone,nov,mon,2,999,0,nonexistent,-3.4,92.649,-30.1,0.7140000000000001,5017.5,999.0,0,0,152.0,0.0
56.0,admin.,married,,no,no,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999.0,0,0,189.0,0.0
46.0,blue-collar,married,basic.9y,no,yes,yes,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999.0,0,0,307.0,0.0
23.0,technician,single,,no,yes,no,telephone,jul,tue,1,999,0,nonexistent,-1.7,94.215,-40.3,0.893,4991.6,999.0,0,0,144.0,0.0
68.0,retired,married,high.school,no,no,yes,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,0,474.0,0.0
33.0,unemployed,married,,unknown,yes,no,cellular,jul,wed,9,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,999.0,0,0,-22.0,0.0
45.0,entrepreneur,divorced,university.degree,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,999.0,0,1,188.0,1.0
55.0,services,divorced,high.school,no,no,no,cellular,jul,mon,7,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0,202.0,0.0
58.0,retired,married,basic.4y,no,no,no,cellular,aug,wed,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0,193.0,0.0
35.0,management,single,university.degree,no,no,yes,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,999.0,0,0,465.0,0.0
27.0,blue-collar,married,basic.9y,no,no,yes,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,274.0,0.0
27.0,admin.,married,university.degree,no,unknown,unknown,cellular,jun,mon,1,999,1,failure,-2.9,92.963,-40.8,1.266,5076.2,999.0,3,0,158.0,0.0
31.0,technician,married,,no,yes,no,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,999.0,0,0,164.0,0.0
31.0,management,single,university.degree,no,yes,yes,cellular,may,mon,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,999.0,0,0,455.0,0.0
36.0,admin.,single,university.degree,no,no,no,cellular,jul,thu,40,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,999.0,0,0,169.0,0.0
